id,xcoord,ycoord,time,car_accessibility
46830,889517.63,5702686.9,28800.0,-149.23503191529562
47053,890517.63,5702686.9,28800.0,-149.70718190597034
1,679517.63,5703686.9,28800.0,-364.674274495585
224,680517.63,5703686.9,28800.0,-362.4908478682592
447,681517.63,5703686.9,28800.0,-362.2736915462416
670,682517.63,5703686.9,28800.0,-359.7977473505309
893,683517.63,5703686.9,28800.0,-357.352696207664
1116,684517.63,5703686.9,28800.0,-354.93925277762617
1339,685517.63,5703686.9,28800.0,-352.55814426150175
1562,686517.63,5703686.9,28800.0,-350.2101101414949
1785,687517.63,5703686.9,28800.0,-347.8959018723316
