personId,time,mode,age,sex,economic_status,income,restricted_mobility,homeX,homeY,accessibility
bb_4c97eea0,28800.0,pt,1,m,high,4600.0,false,815884.9,5798992.75,-17.613333333333337,
bb_c77dd314,28800.0,pt,35,m,high,3600.0,false,819958.97,5824176.71,-23.913333333333334,
bb_a545be15,28800.0,pt,60,m,high,4600.0,false,777167.64,5814235.42,-14.813333333333334,
bb_b1cd2627,28800.0,pt,72,m,low,900.0,true,776706.08,5831625.13,-13.313333333333333,
bb_b09be184,28800.0,pt,72,f,medium,2000.0,false,791862.47,5812982.25,-13.613333333333335,
bb_d4bfff50,28800.0,pt,38,m,high,5600.0,false,779336.13,5813801.39,-14.813333333333333,
bb_971aa340,28800.0,pt,9,f,low,2600.0,false,816566.81,5830444.57,-18.943333333333335,
bb_763371ba,28800.0,pt,32,m,high,3600.0,false,764205.36,5822704.91,-35.71333333333334,
bb_736c05ce,28800.0,pt,31,m,high,3600.0,false,844320.96,5836098.24,-24.513333333333332,
bb_82e6f7f4,28800.0,pt,39,m,low,3000.0,false,870082.82,5803226.65,-40.21333333333333,
bb_0bd10ca6,28800.0,pt,40,f,very_low,499.0,false,815072.46,5809567.79,-17.443333333333335,
bb_61f36cc9,28800.0,pt,47,f,medium,3000.0,false,774643.68,5812619.51,-14.813333333333334,
bb_243c669c,28800.0,pt,42,f,high,3000.0,true,813705.7,5812210.31,-17.44333333333333,
bb_a13b50f4,28800.0,pt,56,m,medium,2600.0,false,812035.57,5839138.23,-26.943333333333335,
bb_3cd29b20,28800.0,pt,62,m,high,3000.0,true,767450.31,5811166.65,-14.813333333333334,
bb_0aa923da,28800.0,pt,60,m,very_low,900.0,true,777006.17,5840072.55,-23.713333333333335,
bb_d5591427,28800.0,pt,45,m,high,3000.0,false,780171.99,5849171.29,-36.21333333333332,
bb_3192cb63,28800.0,pt,27,m,low,1500.0,false,781432.87,5809517.98,-17.613333333333337,
bb_87d2bbca,28800.0,pt,19,m,very_low,2000.0,false,819386.25,5804036.15,-22.513333333333335,
bb_8bb89127,28800.0,pt,49,f,low,900.0,false,787276.08,5814315.94,-17.403333333333336,
