person,timeCar,distCar,expSum
bb_27967947,402.000000,4510.370000,0.0111255451120073
berlin_171b0956,3657.083000,56023.150000,2.00691641179888e-34
berlin_34cf3ede,3657.083000,56023.150000,4.76430872744425e-14
berlin_778f29b5,3657.083000,56023.150000,5.69752683789961e-14
berlin_9e6b3c2e,3657.083000,56023.150000,4.31424996883233e-10
berlin_eeb4fd8c,3657.083000,56023.150000,3.39304861437233e-14
bb_3b3f6821,1789.582000,29354.950000,2.22102252776258e-12
bb_aa339869,1789.582000,29354.950000,1.14545757212370e-05
bb_0c0ec604,4246.175000,64484.040000,2.14114897666649e-18
bb_1eaf7358,1960.036000,23204.580000,6.93073302612462e-06
berlin_331a13fb,3393.377000,53381.840000,2.40746529567684e-10
berlin_4d706dad,3393.377000,53381.840000,3.98989179489137e-21
berlin_8e7c6b0c,3393.377000,53381.840000,9.12560943500984e-12
berlin_c961c6ee,3393.377000,53381.840000,1.40785991466488e-09
bb_2b338d19,4440.447000,63244.180000,1.34618211203327e-11
bb_3f9b6884,4440.447000,63244.180000,6.74782422972103e-16
bb_865f7e02,4440.447000,63244.180000,1.74782476644021e-18
berlin_06bd2381,3154.014000,39348.720000,3.81358546845425e-11
berlin_0dc21139,3154.014000,39348.720000,9.85999808456685e-13
bb_f3c62c5d,6832.733000,114079.420000,8.50552296866954e-17
berlin_d1899b86,3129.942000,39743.530000,1.44119711434307e-09
berlin_6615f042,3685.121000,45323.680000,1.53300509614693e-09
berlin_7dea875c,3685.121000,45323.680000,1.15147413806970e-12
bb_bb96a994,1915.899000,22893.600000,3.59969277838492e-06
berlin_382a43e0,2215.202000,34762.390000,2.14511522459252e-07
berlin_396c1fc3,2215.202000,34762.390000,1.97565396138677e-07
berlin_a2f495b5,2215.202000,34762.390000,2.24724901324584e-07
berlin_1a2d3281,3271.195000,41690.990000,8.82365210458013e-27
berlin_5114af61,3271.195000,41690.990000,2.53626375063699e-13
berlin_758fcbef,3271.195000,41690.990000,1.37181221525387e-11
berlin_8fc6814d,3271.195000,41690.990000,1.66370617051554e-10
bb_4962df9b,4475.737000,63354.430000,2.11087610607831e-13
berlin_1ec846e0,2947.137000,46183.150000,1.51009014414620e-13
berlin_23b6401c,3201.465000,41049.520000,1.51482846247342e-17
