person,timeCar,distCar,expSum
bb_0d744046,2402.896000,31481.600000,1.45819196054954e-07
bb_3e9ce359,2402.896000,31481.600000,6.89086242154000e-20
bb_751fec36,2987.454000,31635.420000,1.31894624981978e-10
bb_75fe944b,2987.454000,31635.420000,3.45312777388546e-07
bb_8f50e3f0,3448.481000,37790.620000,3.02767915412713e-12
bb_1d5a9d4e,4145.711000,74039.520000,1.46307573472456e-13
berlin_61ac307c,1893.548000,16175.700000,0.000114501733809084
bb_9802d006,2582.638000,33249.730000,3.98664507229398e-07
bb_7fc93ed9,2505.960000,32489.050000,9.34412405583905e-09
bb_04daff1f,3395.055000,32564.750000,1.68351136319080e-07
berlin_e1525d69,2118.777000,17469.770000,4.78017385694430e-07
berlin_a1783781,1526.095000,12354.800000,6.15852179521725e-05
berlin_31994db1,2023.420000,16599.310000,5.62693823289234e-05
bb_cef07f98,2831.187000,27941.560000,3.74975959614532e-07
bb_2498ad2f,3161.277000,34849.880000,6.90945025828819e-23
berlin_20bab00a,922.627000,5603.510000,0.00798021001659828
berlin_6ab199a2,922.627000,5603.510000,0.00193699460028546
berlin_d61ae971,922.627000,5603.510000,0.00330570442793678
berlin_df1f6eca,922.627000,5603.510000,0.00353873457801356
bb_e5dbd0c4,2398.982000,31473.050000,9.87508513994355e-07
bb_33b0bcf5,2298.377000,19432.860000,1.09677167208312e-07
bb_96fa6710,2298.377000,19432.860000,4.11808530109747e-06
berlin_017a23d3,515.878000,4003.810000,0.0348011725649402
berlin_63159b57,2103.542000,17008.870000,5.21900094449487e-05
berlin_6c5e9709,1657.907000,12106.230000,0.000112421056428422
berlin_cefbb6be,1657.907000,12106.230000,1.61015578583424e-05
berlin_75489858,1989.641000,16446.120000,9.60779074130224e-07
berlin_18720caf,1131.864000,9799.420000,2.04612932971683e-05
berlin_b8fc7d20,1299.515000,10572.160000,6.47446906691705e-06
berlin_d6615f95,1299.515000,10572.160000,0.000158947307945161
berlin_e7b400f0,1299.515000,10572.160000,0.000600280876229496
